WOJ	POW	GMI	RODZ	NAZWA	NAZWA_DOD	STAN_NA
12	15	5	2	Jordanów	gmina wiejska	01.01.2021
12	15	6	3	Maków Podhalañski	gmina miejsko-wiejska	01.01.2021
12	15	6	4	Maków Podhalañski	miasto	01.01.2021
12	15	6	5	Maków Podhalañski	obszar wiejski	01.01.2021
12	15	7	2	Stryszawa	gmina wiejska	01.01.2021
12	15	8	2	Zawoja	gmina wiejska	01.01.2021
12	15	9	2	Zembrzyce	gmina wiejska	01.01.2021
12	16			tarnowski	powiat	01.01.2021
12	16	1	3	Ciê¿kowice	gmina miejsko-wiejska	01.01.2021
12	16	1	4	Ciê¿kowice	miasto	01.01.2021
12	16	1	5	Ciê¿kowice	obszar wiejski	01.01.2021
12	16	2	2	Gromnik	gmina wiejska	01.01.2021
12	16	3	2	Lisia Góra	gmina wiejska	01.01.2021
12	16	4	2	Pleœna	gmina wiejska	01.01.2021
12	16	5	3	Rad³ów	gmina miejsko-wiejska	01.01.2021
12	16	5	4	Rad³ów	miasto	01.01.2021
12	16	5	5	Rad³ów	obszar wiejski	01.01.2021
12	16	6	3	Ryglice	gmina miejsko-wiejska	01.01.2021
12	16	6	4	Ryglice	miasto	01.01.2021
12	16	6	5	Ryglice	obszar wiejski	01.01.2021
12	16	7	2	Rzepiennik Strzy¿ewski	gmina wiejska	01.01.2021
12	16	8	2	Skrzyszów	gmina wiejska	01.01.2021
12	16	9	2	Tarnów	gmina wiejska	01.01.2021
12	16	10	3	Tuchów	gmina miejsko-wiejska	01.01.2021
12	16	10	4	Tuchów	miasto	01.01.2021
12	16	10	5	Tuchów	obszar wiejski	01.01.2021
12	16	11	2	Wierzchos³awice	gmina wiejska	01.01.2021
12	16	12	2	Wietrzychowice	gmina wiejska	01.01.2021
12	16	13	3	Wojnicz	gmina miejsko-wiejska	01.01.2021
12	16	13	4	Wojnicz	miasto	01.01.2021
12	16	13	5	Wojnicz	obszar wiejski	01.01.2021
12	16	14	3	Zakliczyn	gmina miejsko-wiejska	01.01.2021
12	16	14	4	Zakliczyn	miasto	01.01.2021
12	16	14	5	Zakliczyn	obszar wiejski	01.01.2021
12	16	15	3	¯abno	gmina miejsko-wiejska	01.01.2021
12	16	15	4	¯abno	miasto	01.01.2021
12	16	15	5	¯abno	obszar wiejski	01.01.2021
12	16	16	2	Szerzyny	gmina wiejska	01.01.2021
12	17			tatrzañski	powiat	01.01.2021
12	17	1	1	Zakopane	gmina miejska	01.01.2021
12	17	2	2	Bia³y Dunajec	gmina wiejska	01.01.2021
12	17	3	2	Bukowina Tatrzañska	gmina wiejska	01.01.2021
12	17	4	2	Koœcielisko	gmina wiejska	01.01.2021
12	17	5	2	Poronin	gmina wiejska	01.01.2021
12	18			wadowicki	powiat	01.01.2021
12	18	1	3	Andrychów	gmina miejsko-wiejska	01.01.2021
12	18	1	4	Andrychów	miasto	01.01.2021
12	18	1	5	Andrychów	obszar wiejski	01.01.2021
12	18	2	2	BrzeŸnica	gmina wiejska	01.01.2021
12	18	3	3	Kalwaria Zebrzydowska	gmina miejsko-wiejska	01.01.2021
12	18	3	4	Kalwaria Zebrzydowska	miasto	01.01.2021
12	18	3	5	Kalwaria Zebrzydowska	obszar wiejski	01.01.2021
12	18	4	2	Lanckorona	gmina wiejska	01.01.2021
12	18	5	2	Mucharz	gmina wiejska	01.01.2021
12	18	6	2	Spytkowice	gmina wiejska	01.01.2021
12	18	7	2	Stryszów	gmina wiejska	01.01.2021
12	18	8	2	Tomice	gmina wiejska	01.01.2021
12	18	9	3	Wadowice	gmina miejsko-wiejska	01.01.2021
12	18	9	4	Wadowice	miasto	01.01.2021
12	18	9	5	Wadowice	obszar wiejski	01.01.2021
12	18	10	2	Wieprz	gmina wiejska	01.01.2021
12	19			wielicki	powiat	01.01.2021
12	19	1	2	Biskupice	gmina wiejska	01.01.2021
12	19	2	2	Gdów	gmina wiejska	01.01.2021
12	19	3	2	K³aj	gmina wiejska	01.01.2021
12	19	4	3	Niepo³omice	gmina miejsko-wiejska	01.01.2021
12	19	4	4	Niepo³omice	miasto	01.01.2021
12	19	4	5	Niepo³omice	obszar wiejski	01.01.2021
12	19	5	3	Wieliczka	gmina miejsko-wiejska	01.01.2021
12	19	5	4	Wieliczka	miasto	01.01.2021
12	19	5	5	Wieliczka	obszar wiejski	01.01.2021
12	61			Kraków	miasto na prawach powiatu	01.01.2021
12	61	1	1	Kraków	gmina miejska	01.01.2021
12	61	2	9	Kraków-Krowodrza	delegatura	01.01.2021
12	61	3	9	Kraków-Nowa Huta	delegatura	01.01.2021
12	61	4	9	Kraków-Podgórze	delegatura	01.01.2021
12	61	5	9	Kraków-Œródmieœcie	delegatura	01.01.2021
12	62			Nowy S¹cz	miasto na prawach powiatu	01.01.2021
12	62	1	1	Nowy S¹cz	gmina miejska	01.01.2021
12	63			Tarnów	miasto na prawach powiatu	01.01.2021
12	63	1	1	Tarnów	gmina miejska	01.01.2021
14				MAZOWIECKIE	województwo	01.01.2021
14	1			bia³obrzeski	powiat	01.01.2021
14	1	1	3	Bia³obrzegi	gmina miejsko-wiejska	01.01.2021
14	1	1	4	Bia³obrzegi	miasto	01.01.2021
14	1	1	5	Bia³obrzegi	obszar wiejski	01.01.2021
14	1	2	2	Promna	gmina wiejska	01.01.2021
14	1	3	2	Radzanów	gmina wiejska	01.01.2021
14	1	4	2	Stara B³otnica	gmina wiejska	01.01.2021
14	1	5	2	Stromiec	gmina wiejska	01.01.2021
14	1	6	3	Wyœmierzyce	gmina miejsko-wiejska	01.01.2021
14	1	6	4	Wyœmierzyce	miasto	01.01.2021
14	1	6	5	Wyœmierzyce	obszar wiejski	01.01.2021
14	2			ciechanowski	powiat	01.01.2021
14	2	1	1	Ciechanów	gmina miejska	01.01.2021
14	2	2	2	Ciechanów	gmina wiejska	01.01.2021
14	2	3	3	Glinojeck	gmina miejsko-wiejska	01.01.2021
14	2	3	4	Glinojeck	miasto	01.01.2021
14	2	3	5	Glinojeck	obszar wiejski	01.01.2021
14	2	4	2	Go³ymin-Oœrodek	gmina wiejska	01.01.2021
14	2	5	2	Grudusk	gmina wiejska	01.01.2021
14	2	6	2	Ojrzeñ	gmina wiejska	01.01.2021
14	2	7	2	Opinogóra Górna	gmina wiejska	01.01.2021
14	2	8	2	Regimin	gmina wiejska	01.01.2021
14	2	9	2	Soñsk	gmina wiejska	01.01.2021
14	3			garwoliñski	powiat	01.01.2021
14	3	1	1	Garwolin	gmina miejska	01.01.2021
14	3	2	1	£askarzew	gmina miejska	01.01.2021
14	3	3	2	Borowie	gmina wiejska	01.01.2021
14	3	4	2	Garwolin	gmina wiejska	01.01.2021
14	3	5	2	Górzno	gmina wiejska	01.01.2021
14	3	6	2	£askarzew	gmina wiejska	01.01.2021
14	3	7	2	Maciejowice	gmina wiejska	01.01.2021
14	3	8	2	Miastków Koœcielny	gmina wiejska	01.01.2021
14	3	9	2	Parysów	gmina wiejska	01.01.2021
14	3	10	3	Pilawa	gmina miejsko-wiejska	01.01.2021
14	3	10	4	Pilawa	miasto	01.01.2021
14	3	10	5	Pilawa	obszar wiejski	01.01.2021
14	3	11	2	Sobolew	gmina wiejska	01.01.2021
14	3	12	2	Trojanów	gmina wiejska	01.01.2021
14	3	13	2	Wilga	gmina wiejska	01.01.2021
14	3	14	3	¯elechów	gmina miejsko-wiejska	01.01.2021
14	3	14	4	¯elechów	miasto	01.01.2021
14	3	14	5	¯elechów	obszar wiejski	01.01.2021
14	4			gostyniñski	powiat	01.01.2021
14	4	1	1	Gostynin	gmina miejska	01.01.2021
14	4	2	2	Gostynin	gmina wiejska	01.01.2021
14	4	3	2	Pacyna	gmina wiejska	01.01.2021
14	4	4	3	Sanniki	gmina miejsko-wiejska	01.01.2021
14	4	4	4	Sanniki	miasto	01.01.2021
14	4	4	5	Sanniki	obszar wiejski	01.01.2021
14	4	5	2	Szczawin Koœcielny	gmina wiejska	01.01.2021
14	5			grodziski	powiat	01.01.2021
14	5	1	1	Milanówek	gmina miejska	01.01.2021
14	5	2	1	Podkowa Leœna	gmina miejska	01.01.2021
14	5	3	2	Baranów	gmina wiejska	01.01.2021
14	5	4	3	Grodzisk Mazowiecki	gmina miejsko-wiejska	01.01.2021
14	5	4	4	Grodzisk Mazowiecki	miasto	01.01.2021
14	5	4	5	Grodzisk Mazowiecki	obszar wiejski	01.01.2021
14	5	5	2	Jaktorów	gmina wiejska	01.01.2021
14	5	6	2	¯abia Wola	gmina wiejska	01.01.2021
14	6			grójecki	powiat	01.01.2021
14	6	1	2	Belsk Du¿y	gmina wiejska	01.01.2021
14	6	2	2	B³êdów	gmina wiejska	01.01.2021
14	6	3	2	Chynów	gmina wiejska	01.01.2021
14	6	4	2	Goszczyn	gmina wiejska	01.01.2021
14	6	5	3	Grójec	gmina miejsko-wiejska	01.01.2021
14	6	5	4	Grójec	miasto	01.01.2021
14	6	5	5	Grójec	obszar wiejski	01.01.2021
14	6	6	2	Jasieniec	gmina wiejska	01.01.2021
14	6	7	3	Mogielnica	gmina miejsko-wiejska	01.01.2021
14	6	7	4	Mogielnica	miasto	01.01.2021
14	6	7	5	Mogielnica	obszar wiejski	01.01.2021
14	6	8	3	Nowe Miasto nad Pilic¹	gmina miejsko-wiejska	01.01.2021
14	6	8	4	Nowe Miasto nad Pilic¹	miasto	01.01.2021
14	6	8	5	Nowe Miasto nad Pilic¹	obszar wiejski	01.01.2021
14	6	9	2	Pniewy	gmina wiejska	01.01.2021
14	6	11	3	Warka	gmina miejsko-wiejska	01.01.2021
14	6	11	4	Warka	miasto	01.01.2021
14	6	11	5	Warka	obszar wiejski	01.01.2021
14	7			kozienicki	powiat	01.01.2021
14	7	1	2	Garbatka-Letnisko	gmina wiejska	01.01.2021
14	7	2	2	G³owaczów	gmina wiejska	01.01.2021
14	7	3	2	Gniewoszów	gmina wiejska	01.01.2021
14	7	4	2	Grabów nad Pilic¹	gmina wiejska	01.01.2021
14	7	5	3	Kozienice	gmina miejsko-wiejska	01.01.2021
14	7	5	4	Kozienice	miasto	01.01.2021
14	7	5	5	Kozienice	obszar wiejski	01.01.2021
14	7	6	2	Magnuszew	gmina wiejska	01.01.2021
14	7	7	2	Sieciechów	gmina wiejska	01.01.2021
14	8			legionowski	powiat	01.01.2021
14	8	1	1	Legionowo	gmina miejska	01.01.2021
14	8	2	2	Jab³onna	gmina wiejska	01.01.2021
14	8	3	2	Nieporêt	gmina wiejska	01.01.2021
14	8	4	3	Serock	gmina miejsko-wiejska	01.01.2021
14	8	4	4	Serock	miasto	01.01.2021
14	8	4	5	Serock	obszar wiejski	01.01.2021
14	8	5	2	Wieliszew	gmina wiejska	01.01.2021
14	9			lipski	powiat	01.01.2021
14	9	1	2	Chotcza	gmina wiejska	01.01.2021
14	9	2	2	Ciepielów	gmina wiejska	01.01.2021
14	9	3	3	Lipsko	gmina miejsko-wiejska	01.01.2021
14	9	3	4	Lipsko	miasto	01.01.2021
14	9	3	5	Lipsko	obszar wiejski	01.01.2021
14	9	4	2	Rzeczniów	gmina wiejska	01.01.2021
14	9	5	2	Sienno	gmina wiejska	01.01.2021
14	9	6	3	Solec nad Wis³¹	gmina miejsko-wiejska	01.01.2021
14	9	6	4	Solec nad Wis³¹	miasto	01.01.2021
14	9	6	5	Solec nad Wis³¹	obszar wiejski	01.01.2021
14	10			³osicki	powiat	01.01.2021
14	10	1	2	Huszlew	gmina wiejska	01.01.2021
14	10	2	3	£osice	gmina miejsko-wiejska	01.01.2021
14	10	2	4	£osice	miasto	01.01.2021
14	10	2	5	£osice	obszar wiejski	01.01.2021
14	10	3	2	Olszanka	gmina wiejska	01.01.2021
14	10	4	2	Platerów	gmina wiejska	01.01.2021
14	10	5	2	Sarnaki	gmina wiejska	01.01.2021
14	10	6	2	Stara Kornica	gmina wiejska	01.01.2021
14	11			makowski	powiat	01.01.2021
14	11	1	1	Maków Mazowiecki	gmina miejska	01.01.2021
14	11	2	2	Czerwonka	gmina wiejska	01.01.2021
14	11	3	2	Karniewo	gmina wiejska	01.01.2021
14	11	4	2	Krasnosielc	gmina wiejska	01.01.2021
14	11	5	2	M³ynarze	gmina wiejska	01.01.2021
14	11	6	2	P³oniawy-Bramura	gmina wiejska	01.01.2021
14	11	7	3	Ró¿an	gmina miejsko-wiejska	01.01.2021
14	11	7	4	Ró¿an	miasto	01.01.2021
14	11	7	5	Ró¿an	obszar wiejski	01.01.2021
14	11	8	2	Rzewnie	gmina wiejska	01.01.2021
14	11	9	2	Sypniewo	gmina wiejska	01.01.2021
14	11	10	2	Szelków	gmina wiejska	01.01.2021
14	12			miñski	powiat	01.01.2021
14	12	1	1	Miñsk Mazowiecki	gmina miejska	01.01.2021
14	12	4	2	Ceg³ów	gmina wiejska	01.01.2021
14	12	5	2	Dêbe Wielkie	gmina wiejska	01.01.2021
14	12	6	2	Dobre	gmina wiejska	01.01.2021
14	12	7	3	Halinów	gmina miejsko-wiejska	01.01.2021
14	12	7	4	Halinów	miasto	01.01.2021
14	12	7	5	Halinów	obszar wiejski	01.01.2021
14	12	8	2	Jakubów	gmina wiejska	01.01.2021
14	12	9	3	Ka³uszyn	gmina miejsko-wiejska	01.01.2021
14	12	9	4	Ka³uszyn	miasto	01.01.2021
14	12	9	5	Ka³uszyn	obszar wiejski	01.01.2021
14	12	10	2	Latowicz	gmina wiejska	01.01.2021
14	12	11	2	Miñsk Mazowiecki	gmina wiejska	01.01.2021
14	12	12	3	Mrozy	gmina miejsko-wiejska	01.01.2021
14	12	12	4	Mrozy	miasto	01.01.2021
14	12	12	5	Mrozy	obszar wiejski	01.01.2021
14	12	13	2	Siennica	gmina wiejska	01.01.2021
14	12	14	2	Stanis³awów	gmina wiejska	01.01.2021
14	12	15	1	Sulejówek	gmina miejska	01.01.2021
14	13			m³awski	powiat	01.01.2021
14	13	1	1	M³awa	gmina miejska	01.01.2021
14	13	2	2	Dzierzgowo	gmina wiejska	01.01.2021
14	13	3	2	Lipowiec Koœcielny	gmina wiejska	01.01.2021
14	13	4	2	Radzanów	gmina wiejska	01.01.2021
14	13	5	2	Strzegowo	gmina wiejska	01.01.2021
14	13	6	2	Stupsk	gmina wiejska	01.01.2021
14	13	7	2	Szreñsk	gmina wiejska	01.01.2021
14	13	8	2	Szyd³owo	gmina wiejska	01.01.2021
14	13	9	2	Wieczfnia Koœcielna	gmina wiejska	01.01.2021
14	13	10	2	Wiœniewo	gmina wiejska	01.01.2021
14	14			nowodworski	powiat	01.01.2021
14	14	1	1	Nowy Dwór Mazowiecki	gmina miejska	01.01.2021
14	14	2	2	Czosnów	gmina wiejska	01.01.2021
14	14	3	2	Leoncin	gmina wiejska	01.01.2021
14	14	4	3	Nasielsk	gmina miejsko-wiejska	01.01.2021
14	14	4	4	Nasielsk	miasto	01.01.2021
14	14	4	5	Nasielsk	obszar wiejski	01.01.2021
14	14	5	2	Pomiechówek	gmina wiejska	01.01.2021
14	14	6	3	Zakroczym	gmina miejsko-wiejska	01.01.2021
14	14	6	4	Zakroczym	miasto	01.01.2021
14	14	6	5	Zakroczym	obszar wiejski	01.01.2021
14	15			ostro³êcki	powiat	01.01.2021
14	15	1	2	Baranowo	gmina wiejska	01.01.2021
14	15	2	2	Czarnia	gmina wiejska	01.01.2021
14	15	3	2	Czerwin	gmina wiejska	01.01.2021
14	15	4	2	Goworowo	gmina wiejska	01.01.2021
14	15	5	2	Kadzid³o	gmina wiejska	01.01.2021
14	15	6	2	Lelis	gmina wiejska	01.01.2021
14	15	7	2	£yse	gmina wiejska	01.01.2021
14	15	8	3	Myszyniec	gmina miejsko-wiejska	01.01.2021
14	15	8	4	Myszyniec	miasto	01.01.2021
14	15	8	5	Myszyniec	obszar wiejski	01.01.2021
14	15	9	2	Olszewo-Borki	gmina wiejska	01.01.2021
14	15	10	2	Rzekuñ	gmina wiejska	01.01.2021
14	15	11	2	Troszyn	gmina wiejska	01.01.2021
14	16			ostrowski	powiat	01.01.2021
14	16	1	1	Ostrów Mazowiecka	gmina miejska	01.01.2021
14	16	2	2	Andrzejewo	gmina wiejska	01.01.2021
14	16	3	2	Boguty-Pianki	gmina wiejska	01.01.2021
14	16	4	3	Brok	gmina miejsko-wiejska	01.01.2021
14	16	4	4	Brok	miasto	01.01.2021
14	16	4	5	Brok	obszar wiejski	01.01.2021
14	16	5	2	Ma³kinia Górna	gmina wiejska	01.01.2021
14	16	6	2	Nur	gmina wiejska	01.01.2021
14	16	7	2	Ostrów Mazowiecka	gmina wiejska	01.01.2021
14	16	8	2	Stary Lubotyñ	gmina wiejska	01.01.2021
14	16	9	2	Szulborze Wielkie	gmina wiejska	01.01.2021
14	16	10	2	W¹sewo	gmina wiejska	01.01.2021
14	16	11	2	Zarêby Koœcielne	gmina wiejska	01.01.2021
14	17			otwocki	powiat	01.01.2021
14	17	1	1	Józefów	gmina miejska	01.01.2021
14	17	2	1	Otwock	gmina miejska	01.01.2021
14	17	3	2	Celestynów	gmina wiejska	01.01.2021
14	17	4	3	Karczew	gmina miejsko-wiejska	01.01.2021
14	17	4	4	Karczew	miasto	01.01.2021
14	17	4	5	Karczew	obszar wiejski	01.01.2021
14	17	5	2	Ko³biel	gmina wiejska	01.01.2021
14	17	6	2	Osieck	gmina wiejska	01.01.2021
14	17	7	2	Sobienie-Jeziory	gmina wiejska	01.01.2021
14	17	8	2	Wi¹zowna	gmina wiejska	01.01.2021
14	18			piaseczyñski	powiat	01.01.2021
14	18	1	3	Góra Kalwaria	gmina miejsko-wiejska	01.01.2021
14	18	1	4	Góra Kalwaria	miasto	01.01.2021
14	18	1	5	Góra Kalwaria	obszar wiejski	01.01.2021
14	18	2	3	Konstancin-Jeziorna	gmina miejsko-wiejska	01.01.2021
14	18	2	4	Konstancin-Jeziorna	miasto	01.01.2021
14	18	2	5	Konstancin-Jeziorna	obszar wiejski	01.01.2021
14	18	3	2	Lesznowola	gmina wiejska	01.01.2021
14	18	4	3	Piaseczno	gmina miejsko-wiejska	01.01.2021
14	18	4	4	Piaseczno	miasto	01.01.2021
14	18	4	5	Piaseczno	obszar wiejski	01.01.2021
14	18	5	2	Pra¿mów	gmina wiejska	01.01.2021
14	18	6	3	Tarczyn	gmina miejsko-wiejska	01.01.2021
14	18	6	4	Tarczyn	miasto	01.01.2021
14	18	6	5	Tarczyn	obszar wiejski	01.01.2021
14	19			p³ocki	powiat	01.01.2021
14	19	1	2	Bielsk	gmina wiejska	01.01.2021
14	19	2	2	Bodzanów	gmina wiejska	01.01.2021
14	19	3	2	Brudzeñ Du¿y	gmina wiejska	01.01.2021
14	19	4	2	Bulkowo	gmina wiejska	01.01.2021
14	19	5	3	Drobin	gmina miejsko-wiejska	01.01.2021
14	19	5	4	Drobin	miasto	01.01.2021
14	19	5	5	Drobin	obszar wiejski	01.01.2021
14	19	6	3	G¹bin	gmina miejsko-wiejska	01.01.2021
14	19	6	4	G¹bin	miasto	01.01.2021
14	19	6	5	G¹bin	obszar wiejski	01.01.2021
14	19	7	2	£¹ck	gmina wiejska	01.01.2021
14	19	8	2	Ma³a Wieœ	gmina wiejska	01.01.2021
14	19	9	2	Nowy Duninów	gmina wiejska	01.01.2021
14	19	10	2	Radzanowo	gmina wiejska	01.01.2021
14	19	11	2	S³ubice	gmina wiejska	01.01.2021
14	19	12	2	S³upno	gmina wiejska	01.01.2021
14	19	13	2	Stara Bia³a	gmina wiejska	01.01.2021
14	19	14	2	StaroŸreby	gmina wiejska	01.01.2021
14	19	15	3	Wyszogród	gmina miejsko-wiejska	01.01.2021
14	19	15	4	Wyszogród	miasto	01.01.2021
14	19	15	5	Wyszogród	obszar wiejski	01.01.2021
14	20			p³oñski	powiat	01.01.2021
14	20	1	1	P³oñsk	gmina miejska	01.01.2021
14	20	2	1	Raci¹¿	gmina miejska	01.01.2021
14	20	3	2	Baboszewo	gmina wiejska	01.01.2021
14	20	4	3	Czerwiñsk nad Wis³¹	gmina miejsko-wiejska	01.01.2021
14	20	4	4	Czerwiñsk nad Wis³¹	miasto	01.01.2021
14	20	4	5	Czerwiñsk nad Wis³¹	obszar wiejski	01.01.2021
14	20	5	2	Dzierz¹¿nia	gmina wiejska	01.01.2021
14	20	6	2	Joniec	gmina wiejska	01.01.2021
14	20	7	2	Naruszewo	gmina wiejska	01.01.2021
14	20	8	2	Nowe Miasto	gmina wiejska	01.01.2021
14	20	9	2	P³oñsk	gmina wiejska	01.01.2021
14	20	10	2	Raci¹¿	gmina wiejska	01.01.2021
14	20	11	3	Sochocin	gmina miejsko-wiejska	01.01.2021
14	20	11	4	Sochocin	miasto	01.01.2021
14	20	11	5	Sochocin	obszar wiejski	01.01.2021
14	20	12	2	Za³uski	gmina wiejska	01.01.2021
14	21			pruszkowski	powiat	01.01.2021
14	21	1	1	Piastów	gmina miejska	01.01.2021
14	21	2	1	Pruszków	gmina miejska	01.01.2021
14	21	3	3	Brwinów	gmina miejsko-wiejska	01.01.2021
14	21	3	4	Brwinów	miasto	01.01.2021
14	21	3	5	Brwinów	obszar wiejski	01.01.2021
14	21	4	2	Micha³owice	gmina wiejska	01.01.2021
14	21	5	2	Nadarzyn	gmina wiejska	01.01.2021
14	21	6	2	Raszyn	gmina wiejska	01.01.2021
14	22			przasnyski	powiat	01.01.2021
14	22	1	1	Przasnysz	gmina miejska	01.01.2021
14	22	2	3	Chorzele	gmina miejsko-wiejska	01.01.2021
14	22	2	4	Chorzele	miasto	01.01.2021
14	22	2	5	Chorzele	obszar wiejski	01.01.2021
14	22	3	2	Czernice Borowe	gmina wiejska	01.01.2021
14	22	4	2	Jednoro¿ec	gmina wiejska	01.01.2021
14	22	5	2	Krasne	gmina wiejska	01.01.2021
14	22	6	2	Krzynow³oga Ma³a	gmina wiejska	01.01.2021
14	22	7	2	Przasnysz	gmina wiejska	01.01.2021
14	23			przysuski	powiat	01.01.2021
14	23	1	2	Borkowice	gmina wiejska	01.01.2021
14	23	2	2	Gielniów	gmina wiejska	01.01.2021
14	23	3	2	Klwów	gmina wiejska	01.01.2021
14	23	4	2	Odrzywó³	gmina wiejska	01.01.2021
14	23	5	2	Potworów	gmina wiejska	01.01.2021
14	23	6	3	Przysucha	gmina miejsko-wiejska	01.01.2021
14	23	6	4	Przysucha	miasto	01.01.2021
14	23	6	5	Przysucha	obszar wiejski	01.01.2021
14	23	7	2	Rusinów	gmina wiejska	01.01.2021
14	23	8	2	Wieniawa	gmina wiejska	01.01.2021
14	24			pu³tuski	powiat	01.01.2021
14	24	1	2	Gzy	gmina wiejska	01.01.2021
14	24	2	2	Obryte	gmina wiejska	01.01.2021
14	24	3	2	Pokrzywnica	gmina wiejska	01.01.2021
14	24	4	3	Pu³tusk	gmina miejsko-wiejska	01.01.2021
14	24	4	4	Pu³tusk	miasto	01.01.2021
14	24	4	5	Pu³tusk	obszar wiejski	01.01.2021
14	24	5	2	Œwiercze	gmina wiejska	01.01.2021
14	24	6	2	Winnica	gmina wiejska	01.01.2021
14	24	7	2	Zatory	gmina wiejska	01.01.2021
14	25			radomski	powiat	01.01.2021
14	25	1	1	Pionki	gmina miejska	01.01.2021
14	25	2	2	Gózd	gmina wiejska	01.01.2021
14	25	3	3	I³¿a	gmina miejsko-wiejska	01.01.2021
14	25	3	4	I³¿a	miasto	01.01.2021
14	25	3	5	I³¿a	obszar wiejski	01.01.2021
14	25	4	2	Jastrzêbia	gmina wiejska	01.01.2021
14	25	5	2	Jedliñsk	gmina wiejska	01.01.2021
14	25	6	2	Jedlnia-Letnisko	gmina wiejska	01.01.2021
14	25	7	2	Kowala	gmina wiejska	01.01.2021
14	25	8	2	Pionki	gmina wiejska	01.01.2021
14	25	9	2	Przytyk	gmina wiejska	01.01.2021
14	25	10	3	Skaryszew	gmina miejsko-wiejska	01.01.2021
14	25	10	4	Skaryszew	miasto	01.01.2021
14	25	10	5	Skaryszew	obszar wiejski	01.01.2021
14	25	11	2	Wierzbica	gmina wiejska	01.01.2021
14	25	12	2	Wolanów	gmina wiejska	01.01.2021
14	25	13	2	Zakrzew	gmina wiejska	01.01.2021
14	26			siedlecki	powiat	01.01.2021
14	26	1	2	Domanice	gmina wiejska	01.01.2021
14	26	2	2	Korczew	gmina wiejska	01.01.2021
14	26	3	2	Kotuñ	gmina wiejska	01.01.2021
14	26	4	2	Mokobody	gmina wiejska	01.01.2021
14	26	5	3	Mordy	gmina miejsko-wiejska	01.01.2021
14	26	5	4	Mordy	miasto	01.01.2021
14	26	5	5	Mordy	obszar wiejski	01.01.2021
14	26	6	2	Paprotnia	gmina wiejska	01.01.2021
14	26	7	2	Przesmyki	gmina wiejska	01.01.2021
14	26	8	2	Siedlce	gmina wiejska	01.01.2021
14	26	9	2	Skórzec	gmina wiejska	01.01.2021
14	26	10	2	Sucho¿ebry	gmina wiejska	01.01.2021
14	26	11	2	Wiœniew	gmina wiejska	01.01.2021
14	26	12	2	Wodynie	gmina wiejska	01.01.2021
14	26	13	2	Zbuczyn	gmina wiejska	01.01.2021
14	27			sierpecki	powiat	01.01.2021
14	27	1	1	Sierpc	gmina miejska	01.01.2021
14	27	2	2	Gozdowo	gmina wiejska	01.01.2021
14	27	3	2	Mochowo	gmina wiejska	01.01.2021
14	27	4	2	Roœciszewo	gmina wiejska	01.01.2021
14	27	5	2	Sierpc	gmina wiejska	01.01.2021
14	27	6	2	Szczutowo	gmina wiejska	01.01.2021
14	27	7	2	Zawidz	gmina wiejska	01.01.2021
14	28			sochaczewski	powiat	01.01.2021
14	28	1	1	Sochaczew	gmina miejska	01.01.2021
14	28	2	2	Brochów	gmina wiejska	01.01.2021
14	28	3	2	I³ów	gmina wiejska	01.01.2021
14	28	4	2	M³odzieszyn	gmina wiejska	01.01.2021
14	28	5	2	Nowa Sucha	gmina wiejska	01.01.2021
14	28	6	2	Rybno	gmina wiejska	01.01.2021
14	28	7	2	Sochaczew	gmina wiejska	01.01.2021
14	28	8	2	Teresin	gmina wiejska	01.01.2021
14	29			soko³owski	powiat	01.01.2021
14	29	1	1	Soko³ów Podlaski	gmina miejska	01.01.2021
14	29	2	2	Bielany	gmina wiejska	01.01.2021
14	29	3	2	Ceranów	gmina wiejska	01.01.2021
14	29	4	2	Jab³onna Lacka	gmina wiejska	01.01.2021
14	29	5	3	Kosów Lacki	gmina miejsko-wiejska	01.01.2021
14	29	5	4	Kosów Lacki	miasto	01.01.2021
14	29	5	5	Kosów Lacki	obszar wiejski	01.01.2021
14	29	6	2	Repki	gmina wiejska	01.01.2021
14	29	7	2	Sabnie	gmina wiejska	01.01.2021
14	29	8	2	Soko³ów Podlaski	gmina wiejska	01.01.2021
14	29	9	2	Sterdyñ	gmina wiejska	01.01.2021
14	30			szyd³owiecki	powiat	01.01.2021
14	30	1	2	Chlewiska	gmina wiejska	01.01.2021
14	30	2	2	Jastrz¹b	gmina wiejska	01.01.2021
14	30	3	2	Mirów	gmina wiejska	01.01.2021
14	30	4	2	Oroñsko	gmina wiejska	01.01.2021
14	30	5	3	Szyd³owiec	gmina miejsko-wiejska	01.01.2021
14	30	5	4	Szyd³owiec	miasto	01.01.2021
14	30	5	5	Szyd³owiec	obszar wiejski	01.01.2021
14	32			warszawski zachodni	powiat	01.01.2021
14	32	1	3	B³onie	gmina miejsko-wiejska	01.01.2021
14	32	1	4	B³onie	miasto	01.01.2021
14	32	1	5	B³onie	obszar wiejski	01.01.2021
14	32	2	2	Izabelin	gmina wiejska	01.01.2021
14	32	3	2	Kampinos	gmina wiejska	01.01.2021
14	32	4	2	Leszno	gmina wiejska	01.01.2021
14	32	5	3	£omianki	gmina miejsko-wiejska	01.01.2021
14	32	5	4	£omianki	miasto	01.01.2021
14	32	5	5	£omianki	obszar wiejski	01.01.2021
14	32	6	3	O¿arów Mazowiecki	gmina miejsko-wiejska	01.01.2021
