WOJ	POW	GMI	RODZ	NAZWA	NAZWA_DOD	STAN_NA
16	1	3	4	Grodków	miasto	01.01.2021
16	1	3	5	Grodków	obszar wiejski	01.01.2021
16	1	4	3	Lewin Brzeski	gmina miejsko-wiejska	01.01.2021
16	1	4	4	Lewin Brzeski	miasto	01.01.2021
16	1	4	5	Lewin Brzeski	obszar wiejski	01.01.2021
16	1	5	2	Lubsza	gmina wiejska	01.01.2021
16	1	6	2	Olszanka	gmina wiejska	01.01.2021
16	2			g³ubczycki	powiat	01.01.2021
16	2	1	3	Baborów	gmina miejsko-wiejska	01.01.2021
16	2	1	4	Baborów	miasto	01.01.2021
16	2	1	5	Baborów	obszar wiejski	01.01.2021
16	2	2	2	Branice	gmina wiejska	01.01.2021
16	2	3	3	G³ubczyce	gmina miejsko-wiejska	01.01.2021
16	2	3	4	G³ubczyce	miasto	01.01.2021
16	2	3	5	G³ubczyce	obszar wiejski	01.01.2021
16	2	4	3	Kietrz	gmina miejsko-wiejska	01.01.2021
16	2	4	4	Kietrz	miasto	01.01.2021
16	2	4	5	Kietrz	obszar wiejski	01.01.2021
16	3			kêdzierzyñsko-kozielski	powiat	01.01.2021
16	3	1	1	Kêdzierzyn-KoŸle	gmina miejska	01.01.2021
16	3	2	2	Bierawa	gmina wiejska	01.01.2021
16	3	3	2	Cisek	gmina wiejska	01.01.2021
16	3	4	2	Paw³owiczki	gmina wiejska	01.01.2021
16	3	5	2	Polska Cerekiew	gmina wiejska	01.01.2021
16	3	6	2	Reñska Wieœ	gmina wiejska	01.01.2021
16	4			kluczborski	powiat	01.01.2021
16	4	1	3	Byczyna	gmina miejsko-wiejska	01.01.2021
16	4	1	4	Byczyna	miasto	01.01.2021
16	4	1	5	Byczyna	obszar wiejski	01.01.2021
16	4	2	3	Kluczbork	gmina miejsko-wiejska	01.01.2021
16	4	2	4	Kluczbork	miasto	01.01.2021
16	4	2	5	Kluczbork	obszar wiejski	01.01.2021
16	4	3	2	Lasowice Wielkie	gmina wiejska	01.01.2021
16	4	4	3	Wo³czyn	gmina miejsko-wiejska	01.01.2021
16	4	4	4	Wo³czyn	miasto	01.01.2021
16	4	4	5	Wo³czyn	obszar wiejski	01.01.2021
16	5			krapkowicki	powiat	01.01.2021
16	5	1	3	Gogolin	gmina miejsko-wiejska	01.01.2021
16	5	1	4	Gogolin	miasto	01.01.2021
16	5	1	5	Gogolin	obszar wiejski	01.01.2021
16	5	2	3	Krapkowice	gmina miejsko-wiejska	01.01.2021
16	5	2	4	Krapkowice	miasto	01.01.2021
16	5	2	5	Krapkowice	obszar wiejski	01.01.2021
16	5	3	2	Strzeleczki	gmina wiejska	01.01.2021
16	5	4	2	Walce	gmina wiejska	01.01.2021
16	5	5	3	Zdzieszowice	gmina miejsko-wiejska	01.01.2021
16	5	5	4	Zdzieszowice	miasto	01.01.2021
16	5	5	5	Zdzieszowice	obszar wiejski	01.01.2021
16	6			namys³owski	powiat	01.01.2021
16	6	1	2	Domaszowice	gmina wiejska	01.01.2021
16	6	2	3	Namys³ów	gmina miejsko-wiejska	01.01.2021
16	6	2	4	Namys³ów	miasto	01.01.2021
16	6	2	5	Namys³ów	obszar wiejski	01.01.2021
16	6	3	2	Pokój	gmina wiejska	01.01.2021
16	6	4	2	Œwierczów	gmina wiejska	01.01.2021
16	6	5	2	Wilków	gmina wiejska	01.01.2021
16	7			nyski	powiat	01.01.2021
16	7	1	3	G³ucho³azy	gmina miejsko-wiejska	01.01.2021
16	7	1	4	G³ucho³azy	miasto	01.01.2021
16	7	1	5	G³ucho³azy	obszar wiejski	01.01.2021
16	7	2	2	Kamiennik	gmina wiejska	01.01.2021
16	7	3	3	Korfantów	gmina miejsko-wiejska	01.01.2021
16	7	3	4	Korfantów	miasto	01.01.2021
16	7	3	5	Korfantów	obszar wiejski	01.01.2021
16	7	4	2	£ambinowice	gmina wiejska	01.01.2021
16	7	5	3	Nysa	gmina miejsko-wiejska	01.01.2021
16	7	5	4	Nysa	miasto	01.01.2021
16	7	5	5	Nysa	obszar wiejski	01.01.2021
16	7	6	3	Otmuchów	gmina miejsko-wiejska	01.01.2021
16	7	6	4	Otmuchów	miasto	01.01.2021
16	7	6	5	Otmuchów	obszar wiejski	01.01.2021
16	7	7	3	Paczków	gmina miejsko-wiejska	01.01.2021
16	7	7	4	Paczków	miasto	01.01.2021
16	7	7	5	Paczków	obszar wiejski	01.01.2021
16	7	8	2	Pakos³awice	gmina wiejska	01.01.2021
16	7	9	2	Skoroszyce	gmina wiejska	01.01.2021
16	8			oleski	powiat	01.01.2021
16	8	1	3	Dobrodzieñ	gmina miejsko-wiejska	01.01.2021
16	8	1	4	Dobrodzieñ	miasto	01.01.2021
16	8	1	5	Dobrodzieñ	obszar wiejski	01.01.2021
16	8	2	3	Gorzów Œl¹ski	gmina miejsko-wiejska	01.01.2021
16	8	2	4	Gorzów Œl¹ski	miasto	01.01.2021
16	8	2	5	Gorzów Œl¹ski	obszar wiejski	01.01.2021
16	8	3	3	Olesno	gmina miejsko-wiejska	01.01.2021
16	8	3	4	Olesno	miasto	01.01.2021
16	8	3	5	Olesno	obszar wiejski	01.01.2021
16	8	4	3	Praszka	gmina miejsko-wiejska	01.01.2021
16	8	4	4	Praszka	miasto	01.01.2021
16	8	4	5	Praszka	obszar wiejski	01.01.2021
16	8	5	2	Rad³ów	gmina wiejska	01.01.2021
16	8	6	2	Rudniki	gmina wiejska	01.01.2021
16	8	7	2	Zêbowice	gmina wiejska	01.01.2021
16	9			opolski	powiat	01.01.2021
16	9	1	2	Chrz¹stowice	gmina wiejska	01.01.2021
16	9	2	2	D¹browa	gmina wiejska	01.01.2021
16	9	3	2	Dobrzeñ Wielki	gmina wiejska	01.01.2021
16	9	4	2	Komprachcice	gmina wiejska	01.01.2021
16	9	5	2	£ubniany	gmina wiejska	01.01.2021
16	9	6	2	Murów	gmina wiejska	01.01.2021
16	9	7	3	Niemodlin	gmina miejsko-wiejska	01.01.2021
16	9	7	4	Niemodlin	miasto	01.01.2021
16	9	7	5	Niemodlin	obszar wiejski	01.01.2021
16	9	8	3	Ozimek	gmina miejsko-wiejska	01.01.2021
16	9	8	4	Ozimek	miasto	01.01.2021
16	9	8	5	Ozimek	obszar wiejski	01.01.2021
16	9	9	2	Popielów	gmina wiejska	01.01.2021
16	9	10	3	Prószków	gmina miejsko-wiejska	01.01.2021
16	9	10	4	Prószków	miasto	01.01.2021
16	9	10	5	Prószków	obszar wiejski	01.01.2021
16	9	11	2	Tarnów Opolski	gmina wiejska	01.01.2021
16	9	12	3	Tu³owice	gmina miejsko-wiejska	01.01.2021
16	9	12	4	Tu³owice	miasto	01.01.2021
16	9	12	5	Tu³owice	obszar wiejski	01.01.2021
16	9	13	2	Turawa	gmina wiejska	01.01.2021
16	10			prudnicki	powiat	01.01.2021
16	10	1	3	Bia³a	gmina miejsko-wiejska	01.01.2021
16	10	1	4	Bia³a	miasto	01.01.2021
16	10	1	5	Bia³a	obszar wiejski	01.01.2021
16	10	2	3	G³ogówek	gmina miejsko-wiejska	01.01.2021
16	10	2	4	G³ogówek	miasto	01.01.2021
16	10	2	5	G³ogówek	obszar wiejski	01.01.2021
16	10	3	2	Lubrza	gmina wiejska	01.01.2021
16	10	4	3	Prudnik	gmina miejsko-wiejska	01.01.2021
16	10	4	4	Prudnik	miasto	01.01.2021
16	10	4	5	Prudnik	obszar wiejski	01.01.2021
16	11			strzelecki	powiat	01.01.2021
16	11	1	2	Izbicko	gmina wiejska	01.01.2021
16	11	2	2	Jemielnica	gmina wiejska	01.01.2021
16	11	3	3	Kolonowskie	gmina miejsko-wiejska	01.01.2021
16	11	3	4	Kolonowskie	miasto	01.01.2021
16	11	3	5	Kolonowskie	obszar wiejski	01.01.2021
16	11	4	3	Leœnica	gmina miejsko-wiejska	01.01.2021
16	11	4	4	Leœnica	miasto	01.01.2021
16	11	4	5	Leœnica	obszar wiejski	01.01.2021
16	11	5	3	Strzelce Opolskie	gmina miejsko-wiejska	01.01.2021
16	11	5	4	Strzelce Opolskie	miasto	01.01.2021
16	11	5	5	Strzelce Opolskie	obszar wiejski	01.01.2021
16	11	6	3	Ujazd	gmina miejsko-wiejska	01.01.2021
16	11	6	4	Ujazd	miasto	01.01.2021
16	11	6	5	Ujazd	obszar wiejski	01.01.2021
16	11	7	3	Zawadzkie	gmina miejsko-wiejska	01.01.2021
16	11	7	4	Zawadzkie	miasto	01.01.2021
16	11	7	5	Zawadzkie	obszar wiejski	01.01.2021
16	61			Opole	miasto na prawach powiatu	01.01.2021
16	61	1	1	Opole	gmina miejska	01.01.2021
18				PODKARPACKIE	województwo	01.01.2021
18	1			bieszczadzki	powiat	01.01.2021
18	1	3	2	Czarna	gmina wiejska	01.01.2021
18	1	5	2	Lutowiska	gmina wiejska	01.01.2021
18	1	8	3	Ustrzyki Dolne	gmina miejsko-wiejska	01.01.2021
18	1	8	4	Ustrzyki Dolne	miasto	01.01.2021
18	1	8	5	Ustrzyki Dolne	obszar wiejski	01.01.2021
18	2			brzozowski	powiat	01.01.2021
18	2	1	3	Brzozów	gmina miejsko-wiejska	01.01.2021
18	2	1	4	Brzozów	miasto	01.01.2021
18	2	1	5	Brzozów	obszar wiejski	01.01.2021
18	2	2	2	Domaradz	gmina wiejska	01.01.2021
18	2	3	2	Dydnia	gmina wiejska	01.01.2021
18	2	4	2	Haczów	gmina wiejska	01.01.2021
18	2	5	2	Jasienica Rosielna	gmina wiejska	01.01.2021
18	2	6	2	Nozdrzec	gmina wiejska	01.01.2021
18	3			dêbicki	powiat	01.01.2021
18	3	1	1	Dêbica	gmina miejska	01.01.2021
18	3	2	3	Brzostek	gmina miejsko-wiejska	01.01.2021
18	3	2	4	Brzostek	miasto	01.01.2021
18	3	2	5	Brzostek	obszar wiejski	01.01.2021
18	3	3	2	Czarna	gmina wiejska	01.01.2021
18	3	4	2	Dêbica	gmina wiejska	01.01.2021
18	3	5	2	Jod³owa	gmina wiejska	01.01.2021
18	3	6	3	Pilzno	gmina miejsko-wiejska	01.01.2021
18	3	6	4	Pilzno	miasto	01.01.2021
18	3	6	5	Pilzno	obszar wiejski	01.01.2021
18	3	7	2	¯yraków	gmina wiejska	01.01.2021
18	4			jaros³awski	powiat	01.01.2021
18	4	1	1	Jaros³aw	gmina miejska	01.01.2021
18	4	2	1	Radymno	gmina miejska	01.01.2021
18	4	3	2	Ch³opice	gmina wiejska	01.01.2021
18	4	4	2	Jaros³aw	gmina wiejska	01.01.2021
18	4	5	2	Laszki	gmina wiejska	01.01.2021
18	4	6	2	Paw³osiów	gmina wiejska	01.01.2021
18	4	7	3	Pruchnik	gmina miejsko-wiejska	01.01.2021
18	4	7	4	Pruchnik	miasto	01.01.2021
18	4	7	5	Pruchnik	obszar wiejski	01.01.2021
18	4	8	2	Radymno	gmina wiejska	01.01.2021
18	4	9	2	Rokietnica	gmina wiejska	01.01.2021
18	4	10	2	RoŸwienica	gmina wiejska	01.01.2021
18	4	11	2	Wi¹zownica	gmina wiejska	01.01.2021
18	5			jasielski	powiat	01.01.2021
18	5	1	1	Jas³o	gmina miejska	01.01.2021
18	5	2	2	Brzyska	gmina wiejska	01.01.2021
18	5	3	2	Dêbowiec	gmina wiejska	01.01.2021
18	5	4	2	Jas³o	gmina wiejska	01.01.2021
18	5	5	3	Ko³aczyce	gmina miejsko-wiejska	01.01.2021
18	5	5	4	Ko³aczyce	miasto	01.01.2021
18	5	5	5	Ko³aczyce	obszar wiejski	01.01.2021
18	5	6	2	Krempna	gmina wiejska	01.01.2021
18	5	7	2	Nowy ¯migród	gmina wiejska	01.01.2021
18	5	8	2	Osiek Jasielski	gmina wiejska	01.01.2021
18	5	9	2	Sko³yszyn	gmina wiejska	01.01.2021
18	5	11	2	Tarnowiec	gmina wiejska	01.01.2021
18	6			kolbuszowski	powiat	01.01.2021
18	6	1	2	Cmolas	gmina wiejska	01.01.2021
18	6	2	3	Kolbuszowa	gmina miejsko-wiejska	01.01.2021
18	6	2	4	Kolbuszowa	miasto	01.01.2021
18	6	2	5	Kolbuszowa	obszar wiejski	01.01.2021
18	6	3	2	Majdan Królewski	gmina wiejska	01.01.2021
18	6	4	2	Niwiska	gmina wiejska	01.01.2021
18	6	5	2	Rani¿ów	gmina wiejska	01.01.2021
18	6	6	2	Dzikowiec	gmina wiejska	01.01.2021
18	7			kroœnieñski	powiat	01.01.2021
18	7	1	2	Chorkówka	gmina wiejska	01.01.2021
18	7	2	3	Dukla	gmina miejsko-wiejska	01.01.2021
18	7	2	4	Dukla	miasto	01.01.2021
18	7	2	5	Dukla	obszar wiejski	01.01.2021
18	7	3	3	Iwonicz-Zdrój	gmina miejsko-wiejska	01.01.2021
18	7	3	4	Iwonicz-Zdrój	miasto	01.01.2021
18	7	3	5	Iwonicz-Zdrój	obszar wiejski	01.01.2021
18	7	4	3	Jedlicze	gmina miejsko-wiejska	01.01.2021
18	7	4	4	Jedlicze	miasto	01.01.2021
18	7	4	5	Jedlicze	obszar wiejski	01.01.2021
18	7	5	2	Korczyna	gmina wiejska	01.01.2021
18	7	6	2	Kroœcienko Wy¿ne	gmina wiejska	01.01.2021
18	7	7	2	Miejsce Piastowe	gmina wiejska	01.01.2021
18	7	8	3	Rymanów	gmina miejsko-wiejska	01.01.2021
18	7	8	4	Rymanów	miasto	01.01.2021
18	7	8	5	Rymanów	obszar wiejski	01.01.2021
18	7	9	2	Wojaszówka	gmina wiejska	01.01.2021
18	7	10	2	Jaœliska	gmina wiejska	01.01.2021
18	8			le¿ajski	powiat	01.01.2021
18	8	1	1	Le¿ajsk	gmina miejska	01.01.2021
18	8	2	2	Grodzisko Dolne	gmina wiejska	01.01.2021
18	8	3	2	Kury³ówka	gmina wiejska	01.01.2021
18	8	4	2	Le¿ajsk	gmina wiejska	01.01.2021
18	8	5	3	Nowa Sarzyna	gmina miejsko-wiejska	01.01.2021
18	8	5	4	Nowa Sarzyna	miasto	01.01.2021
18	8	5	5	Nowa Sarzyna	obszar wiejski	01.01.2021
18	9			lubaczowski	powiat	01.01.2021
18	9	1	1	Lubaczów	gmina miejska	01.01.2021
18	9	2	3	Cieszanów	gmina miejsko-wiejska	01.01.2021
18	9	2	4	Cieszanów	miasto	01.01.2021
18	9	2	5	Cieszanów	obszar wiejski	01.01.2021
18	9	3	2	Horyniec-Zdrój	gmina wiejska	01.01.2021
18	9	4	2	Lubaczów	gmina wiejska	01.01.2021
18	9	5	3	Narol	gmina miejsko-wiejska	01.01.2021
18	9	5	4	Narol	miasto	01.01.2021
18	9	5	5	Narol	obszar wiejski	01.01.2021
18	9	6	3	Oleszyce	gmina miejsko-wiejska	01.01.2021
18	9	6	4	Oleszyce	miasto	01.01.2021
18	9	6	5	Oleszyce	obszar wiejski	01.01.2021
18	9	7	2	Stary Dzików	gmina wiejska	01.01.2021
18	9	8	2	Wielkie Oczy	gmina wiejska	01.01.2021
18	10			³añcucki	powiat	01.01.2021
18	10	1	1	£añcut	gmina miejska	01.01.2021
18	10	2	2	Bia³obrzegi	gmina wiejska	01.01.2021
18	10	3	2	Czarna	gmina wiejska	01.01.2021
18	10	4	2	£añcut	gmina wiejska	01.01.2021
18	10	5	2	Markowa	gmina wiejska	01.01.2021
18	10	6	2	Rakszawa	gmina wiejska	01.01.2021
18	10	7	2	¯o³ynia	gmina wiejska	01.01.2021
18	11			mielecki	powiat	01.01.2021
18	11	1	1	Mielec	gmina miejska	01.01.2021
18	11	2	2	Borowa	gmina wiejska	01.01.2021
18	11	3	2	Czermin	gmina wiejska	01.01.2021
18	11	4	2	Gaw³uszowice	gmina wiejska	01.01.2021
18	11	5	2	Mielec	gmina wiejska	01.01.2021
18	11	6	2	Padew Narodowa	gmina wiejska	01.01.2021
18	11	7	3	Przec³aw	gmina miejsko-wiejska	01.01.2021
18	11	7	4	Przec³aw	miasto	01.01.2021
18	11	7	5	Przec³aw	obszar wiejski	01.01.2021
18	11	8	3	Radomyœl Wielki	gmina miejsko-wiejska	01.01.2021
18	11	8	4	Radomyœl Wielki	miasto	01.01.2021
18	11	8	5	Radomyœl Wielki	obszar wiejski	01.01.2021
18	11	9	2	Tuszów Narodowy	gmina wiejska	01.01.2021
18	11	10	2	Wadowice Górne	gmina wiejska	01.01.2021
18	12			ni¿añski	powiat	01.01.2021
18	12	1	2	Harasiuki	gmina wiejska	01.01.2021
18	12	2	2	Jarocin	gmina wiejska	01.01.2021
18	12	3	2	Je¿owe	gmina wiejska	01.01.2021
18	12	4	2	Krzeszów	gmina wiejska	01.01.2021
18	12	5	3	Nisko	gmina miejsko-wiejska	01.01.2021
18	12	5	4	Nisko	miasto	01.01.2021
18	12	5	5	Nisko	obszar wiejski	01.01.2021
18	12	6	3	Rudnik nad Sanem	gmina miejsko-wiejska	01.01.2021
18	12	6	4	Rudnik nad Sanem	miasto	01.01.2021
18	12	6	5	Rudnik nad Sanem	obszar wiejski	01.01.2021
18	12	7	3	Ulanów	gmina miejsko-wiejska	01.01.2021
18	12	7	4	Ulanów	miasto	01.01.2021
18	12	7	5	Ulanów	obszar wiejski	01.01.2021
18	13			przemyski	powiat	01.01.2021
18	13	1	2	Bircza	gmina wiejska	01.01.2021
18	13	2	3	Dubiecko	gmina miejsko-wiejska	01.01.2021
18	13	2	4	Dubiecko	miasto	01.01.2021
18	13	2	5	Dubiecko	obszar wiejski	01.01.2021
18	13	3	2	Fredropol	gmina wiejska	01.01.2021
18	13	4	2	Krasiczyn	gmina wiejska	01.01.2021
18	13	5	2	Krzywcza	gmina wiejska	01.01.2021
18	13	6	2	Medyka	gmina wiejska	01.01.2021
18	13	7	2	Or³y	gmina wiejska	01.01.2021
18	13	8	2	Przemyœl	gmina wiejska	01.01.2021
18	13	9	2	Stubno	gmina wiejska	01.01.2021
18	13	10	2	¯urawica	gmina wiejska	01.01.2021
18	14			przeworski	powiat	01.01.2021
18	14	1	1	Przeworsk	gmina miejska	01.01.2021
18	14	2	2	Adamówka	gmina wiejska	01.01.2021
18	14	3	2	Gaæ	gmina wiejska	01.01.2021
18	14	4	2	Jawornik Polski	gmina wiejska	01.01.2021
18	14	5	3	Kañczuga	gmina miejsko-wiejska	01.01.2021
18	14	5	4	Kañczuga	miasto	01.01.2021
18	14	5	5	Kañczuga	obszar wiejski	01.01.2021
18	14	6	2	Przeworsk	gmina wiejska	01.01.2021
18	14	7	3	Sieniawa	gmina miejsko-wiejska	01.01.2021
18	14	7	4	Sieniawa	miasto	01.01.2021
18	14	7	5	Sieniawa	obszar wiejski	01.01.2021
18	14	8	2	Tryñcza	gmina wiejska	01.01.2021
18	14	9	2	Zarzecze	gmina wiejska	01.01.2021
18	15			ropczycko-sêdziszowski	powiat	01.01.2021
18	15	1	2	Iwierzyce	gmina wiejska	01.01.2021
18	15	2	2	Ostrów	gmina wiejska	01.01.2021
18	15	3	3	Ropczyce	gmina miejsko-wiejska	01.01.2021
18	15	3	4	Ropczyce	miasto	01.01.2021
18	15	3	5	Ropczyce	obszar wiejski	01.01.2021
18	15	4	3	Sêdziszów Ma³opolski	gmina miejsko-wiejska	01.01.2021
18	15	4	4	Sêdziszów Ma³opolski	miasto	01.01.2021
18	15	4	5	Sêdziszów Ma³opolski	obszar wiejski	01.01.2021
18	15	5	2	Wielopole Skrzyñskie	gmina wiejska	01.01.2021
18	16			rzeszowski	powiat	01.01.2021
18	16	1	1	Dynów	gmina miejska	01.01.2021
18	16	2	3	B³a¿owa	gmina miejsko-wiejska	01.01.2021
18	16	2	4	B³a¿owa	miasto	01.01.2021
18	16	2	5	B³a¿owa	obszar wiejski	01.01.2021
18	16	3	3	Boguchwa³a	gmina miejsko-wiejska	01.01.2021
18	16	3	4	Boguchwa³a	miasto	01.01.2021
18	16	3	5	Boguchwa³a	obszar wiejski	01.01.2021
18	16	4	2	Chmielnik	gmina wiejska	01.01.2021
18	16	5	2	Dynów	gmina wiejska	01.01.2021
18	16	6	3	G³ogów Ma³opolski	gmina miejsko-wiejska	01.01.2021
18	16	6	4	G³ogów Ma³opolski	miasto	01.01.2021
18	16	6	5	G³ogów Ma³opolski	obszar wiejski	01.01.2021
18	16	7	2	Hy¿ne	gmina wiejska	01.01.2021
18	16	8	2	Kamieñ	gmina wiejska	01.01.2021
18	16	9	2	Krasne	gmina wiejska	01.01.2021
18	16	10	2	Lubenia	gmina wiejska	01.01.2021
18	16	11	3	Soko³ów Ma³opolski	gmina miejsko-wiejska	01.01.2021
18	16	11	4	Soko³ów Ma³opolski	miasto	01.01.2021
18	16	11	5	Soko³ów Ma³opolski	obszar wiejski	01.01.2021
18	16	12	2	Œwilcza	gmina wiejska	01.01.2021
18	16	13	2	Trzebownisko	gmina wiejska	01.01.2021
18	16	14	3	Tyczyn	gmina miejsko-wiejska	01.01.2021
18	16	14	4	Tyczyn	miasto	01.01.2021
18	16	14	5	Tyczyn	obszar wiejski	01.01.2021
18	17			sanocki	powiat	01.01.2021
18	17	1	1	Sanok	gmina miejska	01.01.2021
18	17	2	2	Besko	gmina wiejska	01.01.2021
18	17	3	2	Bukowsko	gmina wiejska	01.01.2021
18	17	4	2	Komañcza	gmina wiejska	01.01.2021
18	17	5	2	Sanok	gmina wiejska	01.01.2021
18	17	6	2	Tyrawa Wo³oska	gmina wiejska	01.01.2021
18	17	7	3	Zagórz	gmina miejsko-wiejska	01.01.2021
18	17	7	4	Zagórz	miasto	01.01.2021
18	17	7	5	Zagórz	obszar wiejski	01.01.2021
18	17	8	2	Zarszyn	gmina wiejska	01.01.2021
18	18			stalowowolski	powiat	01.01.2021
18	18	1	1	Stalowa Wola	gmina miejska	01.01.2021
18	18	2	2	Bojanów	gmina wiejska	01.01.2021
18	18	3	2	Pysznica	gmina wiejska	01.01.2021
18	18	4	2	Radomyœl nad Sanem	gmina wiejska	01.01.2021
18	18	5	3	Zaklików	gmina miejsko-wiejska	01.01.2021
18	18	5	4	Zaklików	miasto	01.01.2021
18	18	5	5	Zaklików	obszar wiejski	01.01.2021
18	18	6	2	Zaleszany	gmina wiejska	01.01.2021
18	19			strzy¿owski	powiat	01.01.2021
18	19	1	2	Czudec	gmina wiejska	01.01.2021
18	19	2	2	Frysztak	gmina wiejska	01.01.2021
18	19	3	2	Niebylec	gmina wiejska	01.01.2021
18	19	4	3	Strzy¿ów	gmina miejsko-wiejska	01.01.2021
18	19	4	4	Strzy¿ów	miasto	01.01.2021
18	19	4	5	Strzy¿ów	obszar wiejski	01.01.2021
18	19	5	2	Wiœniowa	gmina wiejska	01.01.2021
18	20			tarnobrzeski	powiat	01.01.2021
18	20	1	3	Baranów Sandomierski	gmina miejsko-wiejska	01.01.2021
18	20	1	4	Baranów Sandomierski	miasto	01.01.2021
18	20	1	5	Baranów Sandomierski	obszar wiejski	01.01.2021
18	20	2	2	Gorzyce	gmina wiejska	01.01.2021
18	20	3	2	Grêbów	gmina wiejska	01.01.2021
18	20	4	3	Nowa Dêba	gmina miejsko-wiejska	01.01.2021
18	20	4	4	Nowa Dêba	miasto	01.01.2021
18	20	4	5	Nowa Dêba	obszar wiejski	01.01.2021
18	21			leski	powiat	01.01.2021
18	21	1	2	Baligród	gmina wiejska	01.01.2021
18	21	2	2	Cisna	gmina wiejska	01.01.2021
18	21	3	3	Lesko	gmina miejsko-wiejska	01.01.2021
18	21	3	4	Lesko	miasto	01.01.2021
18	21	3	5	Lesko	obszar wiejski	01.01.2021
18	21	4	2	Olszanica	gmina wiejska	01.01.2021
18	21	5	2	Solina	gmina wiejska	01.01.2021
18	61			Krosno	miasto na prawach powiatu	01.01.2021
18	61	1	1	Krosno	gmina miejska	01.01.2021
18	62			Przemyœl	miasto na prawach powiatu	01.01.2021
18	62	1	1	Przemyœl	gmina miejska	01.01.2021
18	63			Rzeszów	miasto na prawach powiatu	01.01.2021
18	63	1	1	Rzeszów	gmina miejska	01.01.2021
18	64			Tarnobrzeg	miasto na prawach powiatu	01.01.2021
18	64	1	1	Tarnobrzeg	gmina miejska	01.01.2021
20				PODLASKIE	województwo	01.01.2021
20	1			augustowski	powiat	01.01.2021
20	1	1	1	Augustów	gmina miejska	01.01.2021
20	1	2	2	Augustów	gmina wiejska	01.01.2021
20	1	3	2	Barg³ów Koœcielny	gmina wiejska	01.01.2021
20	1	4	3	Lipsk	gmina miejsko-wiejska	01.01.2021
20	1	4	4	Lipsk	miasto	01.01.2021
20	1	4	5	Lipsk	obszar wiejski	01.01.2021
20	1	5	2	Nowinka	gmina wiejska	01.01.2021
20	1	6	2	P³aska	gmina wiejska	01.01.2021
20	1	7	2	Sztabin	gmina wiejska	01.01.2021
20	2			bia³ostocki	powiat	01.01.2021
20	2	1	3	Choroszcz	gmina miejsko-wiejska	01.01.2021
20	2	1	4	Choroszcz	miasto	01.01.2021
20	2	1	5	Choroszcz	obszar wiejski	01.01.2021
20	2	2	3	Czarna Bia³ostocka	gmina miejsko-wiejska	01.01.2021
20	2	2	4	Czarna Bia³ostocka	miasto	01.01.2021
20	2	2	5	Czarna Bia³ostocka	obszar wiejski	01.01.2021
20	2	3	2	Dobrzyniewo Du¿e	gmina wiejska	01.01.2021
20	2	4	2	Gródek	gmina wiejska	01.01.2021
20	2	5	2	Juchnowiec Koœcielny	gmina wiejska	01.01.2021
20	2	6	3	£apy	gmina miejsko-wiejska	01.01.2021
20	2	6	4	£apy	miasto	01.01.2021
20	2	6	5	£apy	obszar wiejski	01.01.2021
20	2	7	3	Micha³owo	gmina miejsko-wiejska	01.01.2021
20	2	7	4	Micha³owo	miasto	01.01.2021
20	2	7	5	Micha³owo	obszar wiejski	01.01.2021
20	2	8	2	Poœwiêtne	gmina wiejska	01.01.2021
20	2	9	3	Supraœl	gmina miejsko-wiejska	01.01.2021
20	2	9	4	Supraœl	miasto	01.01.2021
20	2	9	5	Supraœl	obszar wiejski	01.01.2021
20	2	10	3	Sura¿	gmina miejsko-wiejska	01.01.2021
20	2	10	4	Sura¿	miasto	01.01.2021
20	2	10	5	Sura¿	obszar wiejski	01.01.2021
20	2	11	2	Turoœñ Koœcielna	gmina wiejska	01.01.2021
20	2	12	3	Tykocin	gmina miejsko-wiejska	01.01.2021
20	2	12	4	Tykocin	miasto	01.01.2021
20	2	12	5	Tykocin	obszar wiejski	01.01.2021
20	2	13	3	Wasilków	gmina miejsko-wiejska	01.01.2021
20	2	13	4	Wasilków	miasto	01.01.2021
20	2	13	5	Wasilków	obszar wiejski	01.01.2021
20	2	14	3	Zab³udów	gmina miejsko-wiejska	01.01.2021
20	2	14	4	Zab³udów	miasto	01.01.2021
20	2	14	5	Zab³udów	obszar wiejski	01.01.2021
20	2	15	2	Zawady	gmina wiejska	01.01.2021
20	3			bielski	powiat	01.01.2021
20	3	1	1	Bielsk Podlaski	gmina miejska	01.01.2021
20	3	2	1	Brañsk	gmina miejska	01.01.2021
20	3	3	2	Bielsk Podlaski	gmina wiejska	01.01.2021
20	3	4	2	Boæki	gmina wiejska	01.01.2021
20	3	5	2	Brañsk	gmina wiejska	01.01.2021
20	3	6	2	Orla	gmina wiejska	01.01.2021
20	3	7	2	Rudka	gmina wiejska	01.01.2021
20	3	8	2	Wyszki	gmina wiejska	01.01.2021
20	4			grajewski	powiat	01.01.2021
20	4	1	1	Grajewo	gmina miejska	01.01.2021
20	4	2	2	Grajewo	gmina wiejska	01.01.2021
20	4	3	2	Radzi³ów	gmina wiejska	01.01.2021
20	4	4	3	Rajgród	gmina miejsko-wiejska	01.01.2021
20	4	4	4	Rajgród	miasto	01.01.2021
20	4	4	5	Rajgród	obszar wiejski	01.01.2021
20	4	5	3	Szczuczyn	gmina miejsko-wiejska	01.01.2021
20	4	5	4	Szczuczyn	miasto	01.01.2021
20	4	5	5	Szczuczyn	obszar wiejski	01.01.2021
20	4	6	2	W¹sosz	gmina wiejska	01.01.2021
